doc_id,chunk_id,title,text,url,intent,token_count
0,0,Kenali 9 Penyebab Perut Buncit dan Cara Mengatasinya,"kenali 9 penyebab perut buncit dan cara mengatasinya . perut buncit memang mampu memengaruhi penampilan anda . tidak hanya itu , kondisi ini juga tidak sehat dan memicu obesitas dan penyakit kronis seperti diabetes serta penyakit jantung . cari tahu berbagai penyebab perut buncit dan cara ampuh mengatasinya dalam artikel ini . sub - topik berbagai penyebab perut buncit berikut ini berbagai penyebab perut buncit yang harus anda waspadai sub - topik 1 . hormon seks tubuh pria dan wanita memiliki tempat penyimpanan lemak utama yang berbeda . hormon estrogen pada wanita membantu menyebarkan lemak di bagian pinggul , bokong , dan paha . sementara itu , hormon testosteron pada pria bisa menyebabkan penumpukan lemak ke bagian tubuh yang berbeda dari wanita . penumpukan lemak ini mengelilingi organ tubuh di bagian perut atau lemak visceral . lemak inilah yang membuat pria lebih rentan mengalami perut buncit . sub - topik 2 . pertambahan usia seiring bertambahnya usia , pria lebih rentan memiliki perut buncit pada usia lebih dari 40 tahun . pasalnya , berkurangnya hormon testosteron pada pria menyebakan lemak berlebih di tubuh lebih mudah tersimpan dan menumpuk menjadi lemak visceral . seiring bertambahnya usia , metabolisme tubuh pun akan menurun sehingga mengurangi kemampuan sel - sel organ tubuh dalam menyimpan lemak . akibatnya , kelebihan asupan lemak akan langsung disimpan di bagian perut yang mana menyebabkan perut buncit . sub - topik 3 . stres stres juga menjadi penyebab perut buncit . faktor stres mampu menyebabkan berat badan naik sehingga menyebabkan penumpukkan lemak di perut . saat mengalami stres , kadar hormon kortisol meningkat . hormon ini meningkatkan nafsu makan , terutama konsumsi makanan manis , tinggi kalori , dan tinggi lemak . karena tingginya nafsu makan , anda terus menambah asupan kalori dari makanan berlemak . kalori yang berlebih akan menyebabkan penumpukan lemak di perut . selain itu , menurut studi dalam jurnal obesity hormon kortisol alias hormon stres bisa meningkatkan jumlah lemak dalam tubuh dan melebarkan ukuran sel lemak . inilah mengapa tingginya kadar hormon kortisol dalam tubuh erat kaitannya dengan meningkatnya lemak perut . sub - topik 4 . malas berolahraga malas olahraga adalah masalah utama yang menjadi penyebab perut buncit . jika jarang bergerak dan berolahraga , lemak",https://hellosehat.com/nutrisi/berat-badan-turun/penyebab-perut-buncit-pria-wanita/,"berat_badan, Kesehatan_umum, pencegahan",384
0,1,Kenali 9 Penyebab Perut Buncit dan Cara Mengatasinya,"lemak dalam tubuh dan melebarkan ukuran sel lemak . inilah mengapa tingginya kadar hormon kortisol dalam tubuh erat kaitannya dengan meningkatnya lemak perut . sub - topik 4 . malas berolahraga malas olahraga adalah masalah utama yang menjadi penyebab perut buncit . jika jarang bergerak dan berolahraga , lemak dari makanan yang anda makan tidak akan terbakar , lemak tertimbun di satu bagian saja yaitu perut . lemak visceral sangat mudah terbakar selama melakukan aktivitas fisik . olahraga aerobik terbukti membantu membakar lemak perut dengan efektif . jadi , anda bisa memulai olahraga aerobik dengan intensitas sedang , seperti jalan cepat , senam aerobik , zumba , dan jogging . selain itu , latihan kekuatatan otot penting untuk membentuk massa otot yang mengendur karena efek penuaan . massa otot membantu menjaga metabolisme sehingga mencegah perut buncit . sub - topik 5 . kurang tidur memiliki waktu tidur yang cukup adalah salah satu hal penting yang dapat memengaruhi kesehatan . banyak penelitian menemukan bahwa kurang tidur mampu meningkatkan risiko kenaikan berat badan . hal ini tentu berpengaruh pada penumpukan lemak visceral . jika tidur kurang dari enam jam setiap malam , anda lebih berisiko memiliki perut buncit karena penumpukan lemak . selain itu , kurang tidur memicu hormon ghrelin dan menurunkan hormon leptin . hal ini membuat anda cepat lapar dan ingin makan terus - menerus . sub - topik 6 . konsumsi alkohol perut buncit bisa muncul akibat konsumsi alkohol . pasalnya , alkohol mampu meningkatkan jumlah lemak pada perut . melansir jurnal current obesity reports , ada beberapa alasan mengapa hal ini terjadi . pertama , alkohol ternyata meningkatkan kalori makanan yang anda konsumsi sebelum atau saat anda meminumnya . kedua , alkohol terbukti menurunkan hormon glucagon - like peptide 1 glp - 1 dan hormon leptin . rendahnya kedua hormon ini membuat tubuh mudah lapar . selain itu , konsumsi alkohol akan meningkatkan asupan glukosa sehingga akan menumpuk lemak di dalam perut . sub - topik 7 . menopause penyebab perut buncit juga bisa disebabkan faktor menopause . beberapa wanita mengalami kenaikan lemak perut saat berada pada fase menopause , tepatnya satu tahun setelah periode menstruasi terakhirnya . pada waktu",https://hellosehat.com/nutrisi/berat-badan-turun/penyebab-perut-buncit-pria-wanita/,"berat_badan, Kesehatan_umum, pencegahan",384
0,2,Kenali 9 Penyebab Perut Buncit dan Cara Mengatasinya,"alkohol akan meningkatkan asupan glukosa sehingga akan menumpuk lemak di dalam perut . sub - topik 7 . menopause penyebab perut buncit juga bisa disebabkan faktor menopause . beberapa wanita mengalami kenaikan lemak perut saat berada pada fase menopause , tepatnya satu tahun setelah periode menstruasi terakhirnya . pada waktu tersebut , kadar estrogen turun drastis sehingga menyebabkan lemak menumpuk di perut , bukan lagi pada pinggul dan paha . satu studi menemukan wanita yang menopause dini cenderung mendapatkan lemak perut tambahan . sub - topik 8 . postur tubuh yang buruk faktor lain penyebab perut buncit adalah memiliki kebiasaan berdiri dan duduk yang buruk . pasalnya , hal ini bisa memengaruhi postur tubuh anda . postur tubuh yang buruk bisa membuat tubuh terlihat gemuk dan perut membuncit . postur yang burut terlihat dari badan yang membungkuk dan panggul menonjol ke depan . hal ini membuat punggung bagian bawah dan bokong melengkung . efeknya , bagian perut pun ikut menonjol sehingga menciptakan ilusi perut buncit . sub - topik 9 . adanya bakteri di usus ratusan jenis bakteri hidup dalam usus anda , terutama di usus besar . beberapa bakteri ada yang bermanfaat bagi kesehatan , ada juga yang merugikan . para peneliti menemukan bahwa orang gemuk cenderung memiliki jumlah bakteri firmicutes di usus lebih banyak dari pada orang dengan berat badan ideal . penelitian juga menunjukkan bahwa jenis bakteri tersebut dapat meningkatkan jumlah kalori dari makanan sehingga mampu menaikan berat badan , termasuk lemak perut . sub - topik masalah kesehatan yang muncul akibat perut buncit sub - topik 1 . kolesterol tinggi lemak di perut bisa memengaruhi peningkatan kadar lemak dalam darah , khususnya kolesterol . i ni karena lemak perut terletak dekat dengan pembuluh darah yang menghubungkan usus ke hati . lemak perut akan melepaskan asam lemak bebas ke aliran darah kemudian terbawa ke hati . hal ini menyebabkan anda terkena kolesterol tinggi . sub - topik 2 . tekanan darah tinggi sel - sel lemak di perut memproduksi suatu jenis protein yang berpotensi menyumbat pembuluh darah dan menyebabkan meningkatnya tekanan darah . selain itu , lemak yang tersimpan di dekat organ dalam perut bisa meningkatkan tekanan darah . retroperitoneal fat yaitu jenis lemak yang terdapat di sekitar ginjal dan kelenjar adrenal dapat",https://hellosehat.com/nutrisi/berat-badan-turun/penyebab-perut-buncit-pria-wanita/,"berat_badan, Kesehatan_umum, pencegahan",384
0,3,Kenali 9 Penyebab Perut Buncit dan Cara Mengatasinya,"di perut memproduksi suatu jenis protein yang berpotensi menyumbat pembuluh darah dan menyebabkan meningkatnya tekanan darah . selain itu , lemak yang tersimpan di dekat organ dalam perut bisa meningkatkan tekanan darah . retroperitoneal fat yaitu jenis lemak yang terdapat di sekitar ginjal dan kelenjar adrenal dapat memengaruhi kerja ginjal . mengingat ginjal berperan dalam meregulasi tekanan darah , gangguan pada fungsi ginjal pun bisa menyebabkan kenaikan tekanan darah . sub - topik 3 . diabetes perut buncit merupakan salah satu faktor risiko diabetes mellitus tipe 2 . lemak perut dapat memproduksi suatu senyawa protein yang disebut retinol - binding 4 rbp4 yang berkaitan dengan terjadi resistensi insulin . resistensi insulin adalah awal mula terjadinya penyakit diabetes tipe 2 . pada kondisi resistansi insulin , sel - sel tubuh tidak dapat merespons insulin sehingga kadar gula dalam darah meningkat . sub - topik 4 . penyakit jantung dan stroke lemak perut mengeluarkan suatu senyawa yang disebut sitokin . sitokin berperan dalam penyakit jantung dan penyakit lain yang berhubungan dengan peradangan . saat tubuh anda mengalami peradangan , organ hati akan memproduksi kolesterol dan toksin atau zat beracun lain yang dapat membentuk plak di pembuluh arteri . pemberntukan plak di pembuluh darah merupakan faktor risiko terjadinya penyakit jantung serta stroke . sub - topik 5 . demensia penelitian menyatakan bahwa orang yang perutnya buncit cenderung berisiko mengalami demensia . ternyata , ada perubahan pada volume otak bagian hipokampus dan resistensi insulin pada orang yang memiliki kadar lemak perut tinggi . riset yang terbit pada jurnal annals of neurology juga menemukan semakin banyak lemak yang menumpuk di perut , maka volume otak akan semakin mengecil . ini menandakan adanya kemampuan kognitif yang buruk serta meningkatkan risiko demensia di kemudian hari . sub - topik cara sehat mengecilkan perut buncit menjaga bentuk tubuh tetap sehat dan ideal sesuai bmi bukan sesuatu yang mustahil . berikut beberapa hal sederhana bisa anda lakukan untuk mengecilkan perut buncit . sub - topik 1 . olahraga teratur kunci sukses mengecilkan perut buncit adalah dengan aktif bergerak dan olahraga rutin . cobalah untuk berolahraga setidaknya 30 menit sehari . selain membakar lemak , olahraga meningkakan massa otot",https://hellosehat.com/nutrisi/berat-badan-turun/penyebab-perut-buncit-pria-wanita/,"berat_badan, Kesehatan_umum, pencegahan",384
0,4,Kenali 9 Penyebab Perut Buncit dan Cara Mengatasinya,"berikut beberapa hal sederhana bisa anda lakukan untuk mengecilkan perut buncit . sub - topik 1 . olahraga teratur kunci sukses mengecilkan perut buncit adalah dengan aktif bergerak dan olahraga rutin . cobalah untuk berolahraga setidaknya 30 menit sehari . selain membakar lemak , olahraga meningkakan massa otot . jika massa otot anda bertambah , anda akan membakar kalori lebih banyak sekaligus mengurangi tumpukan lemak pada perut . sub - topik 2 . perhatikan asupan makanan sehari - hari saat ingin mengurangi perut buncit , anda harus memperhatikan porsi makan dan asupan zat gizi . makanan yang anda pilih harus mengandung serat , protein , lemak , karbohidrat , vitamin dan mineral yang seimbang . jumlahnya mencukupi kebutuhan gizi harian . selain itu , serat tak kalah penting untuk mencegah timbunan lemak . riset menemukan bahwa mengonsumsi 10 gram serat per hari seperti satu buah apel kecil ataupun secangkir kacang hijau dapat mencegah timbulnya lemak visceral . sub - topik 3 . pastikan anda cukup tidur tidur bermanfaat untuk kesehatan termasuk dalam upaya untuk mengecilkan perut anda . orang yang tidur cukup sebanyak 6 - 7 jam per hari terbukti memiliki sedikit lemak visceral daripada orang yang tidur kurang dari lima jam per hari . jadi , pastikan anda cukup tidur setiap malamnya , ya . sub - topik 4 . hindari stres selain tidur yang cukup , penting bagi anda untuk mengelola stres karena dapat membantu dalam mengecilkan perut buncit . saat ingin menghilangkan stres , cobalah untuk bersantai dengan keluarga atau teman , bermeditasi , olahraga , jalan - jalan , atau melakukan berbagai hal yang anda sukai . hal ini membuat anda tetap bahagia dan terhindar dari stres . sub - topik 5 . perbanyak konsumsi cairan minum air putih , sup rendah garam , maupun jus dan smoothies rendah gula saat sarapan membuat anda kenyang lebih cepat . ini mencegah makan berlebih . selain itu , asupan cairan yang cukup membantu melancarkan pencernaan anda . perut buncit bisa muncul akibat berbagai penyebab , mulai dari perubahan hormon , kebiasaan sehari - hari , hingga infeksi bakteri yang tidak anda sadari . untuk menguranginya , anda bisa memulai dengan pola hidup sehat yang menjaga kesehatan fisik dan mental .",https://hellosehat.com/nutrisi/berat-badan-turun/penyebab-perut-buncit-pria-wanita/,"berat_badan, Kesehatan_umum, pencegahan",381
6,0,"7 Manfaat STMJ, Tingkatkan Stamina dan Daya Tahan Tubuh","7 manfaat stmj , tingkatkan stamina dan daya tahan tubuh . salah satu minuman yang paling banyak dicari saat musim hujan atau sedang radang tenggorokan adalah stmj . minuman yang terdiri dari campuran susu , telur , madu , dan jahe ini dipercaya meningkatkan stamina , mengusir rasa dingin , hingga membantu meredakan radang tenggorokan . sub - topik apa itu stmj ? stmj adalah minuman tradisional indonesia yang terdiri dari susu , telur , madu , dan jahe . minuman ini populer sebagai penghangat tubuh dan dipercaya dapat meningkatkan stamina serta daya tahan tubuh . setiap bahan dalam stmj memiliki kandungan zat gizi yang bermanfaat . susu mengandung protein , kalsium , vitamin b12 , fosfor , dan lemak sehat . telur , terutama telur ayam kampung , kaya akan protein , asam amino esensial , serta kolin yang baik untuk fungsi otak . madu mengandung karbohidrat alami , antioksidan , serta vitamin dan mineral yang membantu meningkatkan energi dan sistem imun . sementara itu , jahe memiliki senyawa aktif seperti gingerol yang bersifat anti - inflamasi dan dapat membantu melancarkan peredaran darah serta menghangatkan tubuh . kombinasi dari keempat bahan ini menjadikan stmj minuman yang bergizi dan bermanfaat bagi kesehatan . benarkah tidak boleh minum susu saat pilek atau batuk ? sub - topik daftar manfaat stmj untuk kesehatan berkat berbagai kandungan bergizinya , konsumsi minuman ini menawarkan manfaat kesehatan berikut . sub - topik 1 . menghangatkan tubuh salah satu minuman yang paling banyak dicari saat cuaca dingin adalah stmj . jahe bisa menghangatkan tubuh karena mengandung senyawa aktif bernama gingerol . senyawa ini memiliki sifat termogenik , yaitu mampu meningkatkan suhu tubuh dengan cara merangsang sirkulasi darah dan meningkatkan aliran darah ke seluruh tubuh . selain itu , susu , telur , dan madu biasanya disajikan panas sehingga memberikan efek menghangatkan tubuh . sub - topik 2 . meningkatkan daya tahan tubuh setiap bahan dari minuman stmj mengandung senyawa yang baik untuk melawan patogen dan meningkatkan daya tahan tubuh . susu mengandung protein , kalsium , serta berbagai vitamin seperti vitamin d dan vitamin b12 yang mendukung produksi sel imun . madu memiliki kandungan antioksidan , vitamin , serta sifat antibakteri dan antivirus",https://hellosehat.com/nutrisi/fakta-gizi/manfaat-stmj/,"Kesehatan_umum, kesehatan_ibu, fakta_gizi",384
6,1,"7 Manfaat STMJ, Tingkatkan Stamina dan Daya Tahan Tubuh","minuman stmj mengandung senyawa yang baik untuk melawan patogen dan meningkatkan daya tahan tubuh . susu mengandung protein , kalsium , serta berbagai vitamin seperti vitamin d dan vitamin b12 yang mendukung produksi sel imun . madu memiliki kandungan antioksidan , vitamin , serta sifat antibakteri dan antivirus alami . sementara itu , jahe memiliki sifat anti - inflamasi dan antioksidan . sub - topik 3 . meredakan radang tenggorokan jahe dalam stmj mengandung senyawa aktif seperti gingerol dan shogaol yang bersifat antiinflamasi sehingga dapat meredakan radang tenggorokan . selain itu , madu memiliki sifat antibakteri dan antimikroba yang dapat membantu melawan infeksi serta melapisi tenggorokan , memberikan efek menenangkan dan mengurangi rasa sakit . susu juga berkontribusi dalam meredakan iritasi dengan teksturnya yang lembut , sedangkan telur memberikan protein yang membantu proses pemulihan jaringan yang mengalami peradangan . sub - topik 4 . meningkatkan stamina stmj dapat membantu meningkatkan stamina berkat kandungan nutrisi dari susu , telur , madu , dan jahe yang bekerja bersama untuk memberikan energi dan menjaga kebugaran tubuh . susu kaya akan protein , kalsium , serta vitamin b yang berperan dalam produksi energi dan pemeliharaan otot . sementara itu , madu merupakan sumber karbohidrat alami yang dapat memberikan energi instan dan meningkatkan ketahanan tubuh terhadap kelelahan . manfaat minum jahe saat haid , benarkah bisa redakan nyeri ? sub - topik 5 . membantu meredakan hidung tersumbat hidung tersumbat merupakan gejala yang umum ketika cuaca dingin atau sedang pilek . nah , salah satu cara mengatasinya yaitu dengan minum stmj . jahe dan madu yang memiliki sifat dekongestan alami yang dapat membantu melebarkan saluran pernapasan sehingga pernapasan menjadi lebih lega . sifat hangat dari jahe juga dapat membantu mengencerkan lendir yang menyumbat hidung , membuat lendir lebih mudah dikeluarkan . sub - topik 6 . mengatasi masuk angin stmj dapat membantu mengatasi masuk angin berkat kombinasi bahan - bahannya yang memiliki efek menghangatkan dan meredakan gejala tidak nyaman pada tubuh . dikutip dari hopkins medicine , jahe dalam stmj memiliki sifat termogenik yang dapat meningkatkan suhu tubuh dan membantu meredakan perut kembung akibat masuk angin . selain itu , madu mengandung antioksidan dan sifat antimikr",https://hellosehat.com/nutrisi/fakta-gizi/manfaat-stmj/,"Kesehatan_umum, kesehatan_ibu, fakta_gizi",384
6,2,"7 Manfaat STMJ, Tingkatkan Stamina dan Daya Tahan Tubuh","yang memiliki efek menghangatkan dan meredakan gejala tidak nyaman pada tubuh . dikutip dari hopkins medicine , jahe dalam stmj memiliki sifat termogenik yang dapat meningkatkan suhu tubuh dan membantu meredakan perut kembung akibat masuk angin . selain itu , madu mengandung antioksidan dan sifat antimikroba yang dapat memperkuat daya tahan tubuh serta mempercepat pemulihan dari rasa lemas atau tidak enak badan . sub - topik 7 . meredakan batuk dan pilek batuk dan pilek merupakan dua kondisi yang sering muncul ketika musim hujan . selain minum obat medis , anda bisa mengonsumsi stmj untuk mempercepat penyembuhan . hal ini karena kandungan gingerol dan shogaol dalam jahe memiliki efek ekspektoran alami . kandungan ini membantu mengencerkan lendir dan melegakan saluran pernapasan . sifat hangat dari jahe juga dapat meredakan iritasi tenggorokan akibat batuk . madu dalam stmj berperan sebagai antibakteri dan antimikroba alami yang melapisi tenggorokan , mengurangi rasa gatal , serta mempercepat penyembuhan dari infeksi . sub - topik cara membuat stmj membuat stmj di rumah cukup mudah karena bahan - bahan yang diperlukan banyak ditemui . berikut bahan - bahan dan cara membuat stmj apabila anda ingin membuat sendiri di rumah . bahan - bahan 250 ml susu sapi . 1 butir telur ayam kampung atau telur bebek , ambil kuningnya saja . 1 sdm madu murni . 1 ruas jahe sekitar 5 cm , memarkan atau parut . 200 ml air . cara membuat didihkan 200 ml air , lalu masukkan jahe yang sudah dimemarkan atau diparut . rebus selama 5 10 menit hingga aroma jahe keluar , lalu saring dan sisihkan air jahenya . tuang susu ke dalam panci dan panaskan dengan api kecil hingga hangat , tetapi jangan sampai mendidih . masukkan kuning telur ke dalam gelas , lalu kocok hingga sedikit berbusa . tuangkan susu hangat secara perlahan sambil terus diaduk agar telur tidak menggumpal . masukkan madu dan air jahe yang sudah disaring , lalu aduk hingga merata . tuang stmj ke dalam gelas saji dan minum selagi hangat untuk mendapatkan manfaatnya secara optimal . jika ingin lebih praktis , anda juga bisa membuat stmj instan",https://hellosehat.com/nutrisi/fakta-gizi/manfaat-stmj/,"Kesehatan_umum, kesehatan_ibu, fakta_gizi",384
6,3,"7 Manfaat STMJ, Tingkatkan Stamina dan Daya Tahan Tubuh","diaduk agar telur tidak menggumpal . masukkan madu dan air jahe yang sudah disaring , lalu aduk hingga merata . tuang stmj ke dalam gelas saji dan minum selagi hangat untuk mendapatkan manfaatnya secara optimal . jika ingin lebih praktis , anda juga bisa membuat stmj instan yang produknya banyak tersedia di pasaran . namun , ramuan yang dibuat langsung dari bahan - bahan alami tanpa pengawet tentunya lebih menyehatkan . selamat mencoba ! sub - topik ringkasan minum stmj bisa memberikan manfaat berikut untuk kesehatan . menghangatkan tubuh . meningkatkan daya tahan tubuh . meredakan radang tenggorokan . meningkatkan stamina . membantu meredakan hidung tersumbat . mengatasi masuk angin . meredakan batuk dan pilek .",https://hellosehat.com/nutrisi/fakta-gizi/manfaat-stmj/,"Kesehatan_umum, kesehatan_ibu, fakta_gizi",120
19,0,9 Makanan Setelah Olahraga yang Bantu Pulihkan Tubuh,"9 makanan setelah olahraga yang bantu pulihkan tubuh . olahraga akan lebih optimal bila ditunjang asupan gizi yang memadai . konsumsi makanan yang tepat setelah olahraga tidak hanya memulihkan energi , tapi juga membangun massa otot dan mempersiapkan tubuh untuk sesi olahraga berikutnya . sub - topik apa saja makanan yang baik dikonsumsi setelah olahraga ? setelah berolahraga , anda sebaiknya kembali memulihkan kondisi tubuh dengan mengonsumsi makanan bernutrisi . asupan nutrisi yang tepat dapat mengembalikan cadangan energi yang hilang dalam bentuk glikogen dan merangsang pertumbuhan otot baru lebih cepat . nutrisi yang paling dibutuhkan setelah berolahraga adalah makanan sumber protein , karbohidrat , dan lemak . melansir cleveland clinic , anda bisa makan camilan ringan yang mengandung ketiga zat gizi makro tersebut mulai 15 menit hingga satu jam setelah latihan . berikut ini adalah daftar makanan setelah olahraga yang dapat menjadi pilihan . anda bahkan bisa membuatnya dengan mudah di rumah . sub - topik 1 . greek yogurt berbeda dengan yoghurt pada umumnya , greek yogurt lebih rendah kandungan gula sehingga menawarkan lebih banyak manfaat bagi kesehatan anda . selain itu , jenis yoghurt ini juga memiliki protein dua kali lebih banyak daripada yoghurt biasa . hasil fermentasi susu ini juga menawarkan nutrisi lain , seperti karbohidrat . greek yogurt juga tetap enak saat anda mencampurkannya dengan buah atau kacang - kacangan , misalnya buah beri , pisang , kiwi , atau kacang almond . sub - topik 2 . buah - buahan jika tidak ada yoghurt di rumah , anda cukup makan buah - buahan , seperti nanas , beri , dan kiwi . selain kaya vitamin , buah juga mudah untuk tubuh cerna . buah - buahan juga mengandung gula alami yang membantu memecah asam amino dan mencegah peradangan yang terjadi pada otot . sebuah studi terbaru dalam jurnal nutrients menunjukan bahwa karbohidrat dalam buah pisang bisa membantu tubuh menyerap dan menggunakan protein dengan lebih baik . alhasil , otot tubuh anda akan lebih cepat pulih terutama setelah melakukan olahraga ketahanan , seperti angkat beban atau latihan hiit . sub - topik 3 . oatmeal apabila anda lebih suka olahraga di malam hari , oatmeal bisa menjadi",https://hellosehat.com/nutrisi/gizi-olahraga/makanan-setelah-olahraga/,"fakta_gizi, makanan_sehat, kesehatan_ibu",384
